Calculation1,Max Highlight Label,Compared to 2010,Min,Max,Country of Origin,County/District,Guests,Mo,Month,Nights,Number of Records,State,Year
29,,-100%,29,29,Arabische Golfstaaten,Reinickendorf,29,10,Oct,445,1,Berlin,2010
5259,,-100%,5259,5259,Ausland,Reinickendorf,5259,10,Oct,11119,1,Berlin,2010
29,,-100%,29,29,Australien,Reinickendorf,29,10,Oct,55,1,Berlin,2010
93,,-100%,93,93,Belgien,Reinickendorf,93,10,Oct,240,1,Berlin,2010
48,,-100%,48,48,Brasilien,Reinickendorf,48,10,Oct,85,1,Berlin,2010
12,,-100%,12,12,Bulgarien,Reinickendorf,12,10,Oct,39,1,Berlin,2010
346,,-100%,346,346,China und Hongkong,Reinickendorf,346,10,Oct,947,1,Berlin,2010
140,,-100%,140,140,Dänemark,Reinickendorf,140,10,Oct,387,1,Berlin,2010
19496,,-100%,19496,19496,Deutschland,Reinickendorf,19496,10,Oct,46634,1,Berlin,2010
19496,,-100%,19496,19496,Deutschland,Reinickendorf,19496,10,Oct,46634,1,Berlin,2010
15,,-100%,15,15,Estland,Reinickendorf,15,10,Oct,23,1,Berlin,2010
85,,-100%,85,85,Finnland,Reinickendorf,85,10,Oct,195,1,Berlin,2010
300,,-100%,300,300,Frankreich,Reinickendorf,300,10,Oct,570,1,Berlin,2010
29,,-100%,29,29,Griechenland,Reinickendorf,29,10,Oct,57,1,Berlin,2010
13,,-100%,13,13,Indien,Reinickendorf,13,10,Oct,21,1,Berlin,2010
16,,-100%,16,16,Irland,Reinickendorf,16,10,Oct,35,1,Berlin,2010
3,,-100%,3,3,Island,Reinickendorf,3,10,Oct,4,1,Berlin,2010
15,,-100%,15,15,Israel,Reinickendorf,15,10,Oct,38,1,Berlin,2010
151,,-100%,151,151,Italien,Reinickendorf,151,10,Oct,280,1,Berlin,2010
596,,-100%,596,596,Japan,Reinickendorf,596,10,Oct,669,1,Berlin,2010
61,,-100%,61,61,Kanada,Reinickendorf,61,10,Oct,94,1,Berlin,2010
4,,-100%,4,4,Korean. Republik,Reinickendorf,4,10,Oct,10,1,Berlin,2010
23,,-100%,23,23,Lettland,Reinickendorf,23,10,Oct,33,1,Berlin,2010
18,,-100%,18,18,Litauen,Reinickendorf,18,10,Oct,40,1,Berlin,2010
7,,-100%,7,7,Luxemburg,Reinickendorf,7,10,Oct,18,1,Berlin,2010
2,,-100%,2,2,Malta,Reinickendorf,2,10,Oct,4,1,Berlin,2010
25,,-100%,25,25,Mittelamerika und Karibik,Reinickendorf,25,10,Oct,33,1,Berlin,2010
3,,-100%,3,3,Neuseeland und Ozeanien,Reinickendorf,3,10,Oct,11,1,Berlin,2010
242,,-100%,242,242,Niederlande,Reinickendorf,242,10,Oct,626,1,Berlin,2010
136,,-100%,136,136,Norwegen,Reinickendorf,136,10,Oct,379,1,Berlin,2010
49,,-100%,49,49,Ohne Angaben des Wohnsitzes,Reinickendorf,49,10,Oct,96,1,Berlin,2010
313,,-100%,313,313,Österreich,Reinickendorf,313,10,Oct,602,1,Berlin,2010
447,,-100%,447,447,Polen,Reinickendorf,447,10,Oct,626,1,Berlin,2010
8,,-100%,8,8,Portugal,Reinickendorf,8,10,Oct,10,1,Berlin,2010
6,,-100%,6,6,Rumänien,Reinickendorf,6,10,Oct,8,1,Berlin,2010
329,,-100%,329,329,Russische Föderation,Reinickendorf,329,10,Oct,805,1,Berlin,2010
81,,-100%,81,81,Schweden,Reinickendorf,81,10,Oct,155,1,Berlin,2010
386,,-100%,386,386,Schweiz,Reinickendorf,386,10,Oct,632,1,Berlin,2010
64,,-100%,64,64,Slowakische Republik,Reinickendorf,64,10,Oct,142,1,Berlin,2010
9,,-100%,9,9,Slowenien,Reinickendorf,9,10,Oct,11,1,Berlin,2010
14,,-100%,14,14,Sonstige afrikanische Länder,Reinickendorf,14,10,Oct,34,1,Berlin,2010
77,,-100%,77,77,Sonstige asiatische Länder,Reinickendorf,77,10,Oct,192,1,Berlin,2010
62,,-100%,62,62,Sonstige europäische Länder,Reinickendorf,62,10,Oct,136,1,Berlin,2010
35,,-100%,35,35,Sonstige südamerikanische Länder,Reinickendorf,35,10,Oct,51,1,Berlin,2010
103,,-100%,103,103,Spanien,Reinickendorf,103,10,Oct,260,1,Berlin,2010
8,,-100%,8,8,Südafrika,Reinickendorf,8,10,Oct,18,1,Berlin,2010
4,,-100%,4,4,Taiwan,Reinickendorf,4,10,Oct,11,1,Berlin,2010
48,,-100%,48,48,Tschechische Republik,Reinickendorf,48,10,Oct,80,1,Berlin,2010
77,,-100%,77,77,Türkei,Reinickendorf,77,10,Oct,188,1,Berlin,2010
7,,-100%,7,7,Ukraine,Reinickendorf,7,10,Oct,14,1,Berlin,2010
17,,-100%,17,17,Ungarn,Reinickendorf,17,10,Oct,28,1,Berlin,2010
465,,-100%,465,465,Vereinigte Staaten,Reinickendorf,465,10,Oct,975,1,Berlin,2010
208,,-100%,208,208,Vereinigtes Königreich,Reinickendorf,208,10,Oct,701,1,Berlin,2010
1,,-100%,1,1,Zypern,Reinickendorf,1,10,Oct,6,1,Berlin,2010
41,,-100%,41,41,Arabische Golfstaaten,Spandau,41,10,Oct,175,1,Berlin,2010
3865,,-100%,3865,3865,Ausland,Spandau,3865,10,Oct,7738,1,Berlin,2010
21,,-100%,21,21,Australien,Spandau,21,10,Oct,44,1,Berlin,2010
46,,-100%,46,46,Belgien,Spandau,46,10,Oct,93,1,Berlin,2010
24,,-100%,24,24,Brasilien,Spandau,24,10,Oct,55,1,Berlin,2010
198,,-100%,198,198,China und Hongkong,Spandau,198,10,Oct,236,1,Berlin,2010
125,,-100%,125,125,Dänemark,Spandau,125,10,Oct,365,1,Berlin,2010
17730,,-100%,17730,17730,Deutschland,Spandau,17730,10,Oct,31905,1,Berlin,2010
17730,,-100%,17730,17730,Deutschland,Spandau,17730,10,Oct,31905,1,Berlin,2010
71,,-100%,71,71,Finnland,Spandau,71,10,Oct,169,1,Berlin,2010
135,,-100%,135,135,Frankreich,Spandau,135,10,Oct,292,1,Berlin,2010
23,,-100%,23,23,Griechenland,Spandau,23,10,Oct,38,1,Berlin,2010
28,,-100%,28,28,Indien,Spandau,28,10,Oct,91,1,Berlin,2010
43,,-100%,43,43,Irland,Spandau,43,10,Oct,58,1,Berlin,2010
12,,-100%,12,12,Israel,Spandau,12,10,Oct,23,1,Berlin,2010
115,,-100%,115,115,Italien,Spandau,115,10,Oct,197,1,Berlin,2010
44,,-100%,44,44,Japan,Spandau,44,10,Oct,57,1,Berlin,2010
112,,-100%,112,112,Kanada,Spandau,112,10,Oct,198,1,Berlin,2010
1,,-100%,1,1,Korean. Republik,Spandau,1,10,Oct,1,1,Berlin,2010
4,,-100%,4,4,Lettland,Spandau,4,10,Oct,12,1,Berlin,2010
13,,-100%,13,13,Litauen,Spandau,13,10,Oct,22,1,Berlin,2010
4,,-100%,4,4,Luxemburg,Spandau,4,10,Oct,8,1,Berlin,2010
19,,-100%,19,19,Mittelamerika und Karibik,Spandau,19,10,Oct,23,1,Berlin,2010
4,,-100%,4,4,Neuseeland und Ozeanien,Spandau,4,10,Oct,12,1,Berlin,2010
379,,-100%,379,379,Niederlande,Spandau,379,10,Oct,1007,1,Berlin,2010
21,,-100%,21,21,Norwegen,Spandau,21,10,Oct,46,1,Berlin,2010
41,,-100%,41,41,Ohne Angaben des Wohnsitzes,Spandau,41,10,Oct,92,1,Berlin,2010
373,,-100%,373,373,Österreich,Spandau,373,10,Oct,683,1,Berlin,2010
139,,-100%,139,139,Polen,Spandau,139,10,Oct,227,1,Berlin,2010
3,,-100%,3,3,Portugal,Spandau,3,10,Oct,6,1,Berlin,2010
19,,-100%,19,19,Rumänien,Spandau,19,10,Oct,133,1,Berlin,2010
102,,-100%,102,102,Russische Föderation,Spandau,102,10,Oct,220,1,Berlin,2010
27,,-100%,27,27,Schweden,Spandau,27,10,Oct,63,1,Berlin,2010
153,,-100%,153,153,Schweiz,Spandau,153,10,Oct,303,1,Berlin,2010
8,,-100%,8,8,Slowakische Republik,Spandau,8,10,Oct,22,1,Berlin,2010
50,,-100%,50,50,Slowenien,Spandau,50,10,Oct,57,1,Berlin,2010
11,,-100%,11,11,Sonstige afrikanische Länder,Spandau,11,10,Oct,17,1,Berlin,2010
141,,-100%,141,141,Sonstige asiatische Länder,Spandau,141,10,Oct,263,1,Berlin,2010
19,,-100%,19,19,Sonstige europäische Länder,Spandau,19,10,Oct,58,1,Berlin,2010
14,,-100%,14,14,Sonstige südamerikanische Länder,Spandau,14,10,Oct,44,1,Berlin,2010
418,,-100%,418,418,Spanien,Spandau,418,10,Oct,876,1,Berlin,2010
9,,-100%,9,9,Südafrika,Spandau,9,10,Oct,21,1,Berlin,2010
5,,-100%,5,5,Taiwan,Spandau,5,10,Oct,14,1,Berlin,2010
96,,-100%,96,96,Tschechische Republik,Spandau,96,10,Oct,136,1,Berlin,2010
79,,-100%,79,79,Türkei,Spandau,79,10,Oct,162,1,Berlin,2010
10,,-100%,10,10,Ukraine,Spandau,10,10,Oct,14,1,Berlin,2010
28,,-100%,28,28,Ungarn,Spandau,28,10,Oct,32,1,Berlin,2010
370,,-100%,370,370,Vereinigte Staaten,Spandau,370,10,Oct,482,1,Berlin,2010
264,,-100%,264,264,Vereinigtes Königreich,Spandau,264,10,Oct,579,1,Berlin,2010
3,,-100%,3,3,Zypern,Spandau,3,10,Oct,12,1,Berlin,2010
1,,-100%,1,1,Arabische Golfstaaten,Steglitz-Zehlendorf,1,10,Oct,1,1,Berlin,2010
2544,,-100%,2544,2544,Ausland,Steglitz-Zehlendorf,2544,10,Oct,7817,1,Berlin,2010
31,,-100%,31,31,Australien,Steglitz-Zehlendorf,31,10,Oct,109,1,Berlin,2010
142,,-100%,142,142,Belgien,Steglitz-Zehlendorf,142,10,Oct,627,1,Berlin,2010
29,,-100%,29,29,Brasilien,Steglitz-Zehlendorf,29,10,Oct,75,1,Berlin,2010
8,,-100%,8,8,Bulgarien,Steglitz-Zehlendorf,8,10,Oct,57,1,Berlin,2010
44,,-100%,44,44,China und Hongkong,Steglitz-Zehlendorf,44,10,Oct,118,1,Berlin,2010
58,,-100%,58,58,Dänemark,Steglitz-Zehlendorf,58,10,Oct,124,1,Berlin,2010
15903,,-100%,15903,15903,Deutschland,Steglitz-Zehlendorf,15903,10,Oct,37663,1,Berlin,2010
15903,,-100%,15903,15903,Deutschland,Steglitz-Zehlendorf,15903,10,Oct,37663,1,Berlin,2010
13,,-100%,13,13,Estland,Steglitz-Zehlendorf,13,10,Oct,74,1,Berlin,2010
35,,-100%,35,35,Finnland,Steglitz-Zehlendorf,35,10,Oct,110,1,Berlin,2010
192,,-100%,192,192,Frankreich,Steglitz-Zehlendorf,192,10,Oct,541,1,Berlin,2010
15,,-100%,15,15,Griechenland,Steglitz-Zehlendorf,15,10,Oct,64,1,Berlin,2010
10,,-100%,10,10,Indien,Steglitz-Zehlendorf,10,10,Oct,22,1,Berlin,2010
29,,-100%,29,29,Irland,Steglitz-Zehlendorf,29,10,Oct,67,1,Berlin,2010
2,,-100%,2,2,Island,Steglitz-Zehlendorf,2,10,Oct,6,1,Berlin,2010
15,,-100%,15,15,Israel,Steglitz-Zehlendorf,15,10,Oct,42,1,Berlin,2010
134,,-100%,134,134,Italien,Steglitz-Zehlendorf,134,10,Oct,459,1,Berlin,2010
19,,-100%,19,19,Japan,Steglitz-Zehlendorf,19,10,Oct,85,1,Berlin,2010
68,,-100%,68,68,Kanada,Steglitz-Zehlendorf,68,10,Oct,290,1,Berlin,2010
1,,-100%,1,1,Korean. Republik,Steglitz-Zehlendorf,1,10,Oct,4,1,Berlin,2010
2,,-100%,2,2,Lettland,Steglitz-Zehlendorf,2,10,Oct,8,1,Berlin,2010
8,,-100%,8,8,Litauen,Steglitz-Zehlendorf,8,10,Oct,25,1,Berlin,2010
4,,-100%,4,4,Luxemburg,Steglitz-Zehlendorf,4,10,Oct,9,1,Berlin,2010
2,,-100%,2,2,Malta,Steglitz-Zehlendorf,2,10,Oct,2,1,Berlin,2010
6,,-100%,6,6,Mittelamerika und Karibik,Steglitz-Zehlendorf,6,10,Oct,13,1,Berlin,2010
1,,-100%,1,1,Neuseeland und Ozeanien,Steglitz-Zehlendorf,1,10,Oct,1,1,Berlin,2010
133,,-100%,133,133,Niederlande,Steglitz-Zehlendorf,133,10,Oct,333,1,Berlin,2010
33,,-100%,33,33,Norwegen,Steglitz-Zehlendorf,33,10,Oct,97,1,Berlin,2010
69,,-100%,69,69,Ohne Angaben des Wohnsitzes,Steglitz-Zehlendorf,69,10,Oct,231,1,Berlin,2010
199,,-100%,199,199,Österreich,Steglitz-Zehlendorf,199,10,Oct,493,1,Berlin,2010
196,,-100%,196,196,Polen,Steglitz-Zehlendorf,196,10,Oct,412,1,Berlin,2010
8,,-100%,8,8,Portugal,Steglitz-Zehlendorf,8,10,Oct,52,1,Berlin,2010
10,,-100%,10,10,Rumänien,Steglitz-Zehlendorf,10,10,Oct,25,1,Berlin,2010
87,,-100%,87,87,Russische Föderation,Steglitz-Zehlendorf,87,10,Oct,274,1,Berlin,2010
55,,-100%,55,55,Schweden,Steglitz-Zehlendorf,55,10,Oct,131,1,Berlin,2010
129,,-100%,129,129,Schweiz,Steglitz-Zehlendorf,129,10,Oct,334,1,Berlin,2010
17,,-100%,17,17,Slowakische Republik,Steglitz-Zehlendorf,17,10,Oct,35,1,Berlin,2010
16,,-100%,16,16,Slowenien,Steglitz-Zehlendorf,16,10,Oct,49,1,Berlin,2010
13,,-100%,13,13,Sonstige afrikanische Länder,Steglitz-Zehlendorf,13,10,Oct,69,1,Berlin,2010
35,,-100%,35,35,Sonstige asiatische Länder,Steglitz-Zehlendorf,35,10,Oct,104,1,Berlin,2010
48,,-100%,48,48,Sonstige europäische Länder,Steglitz-Zehlendorf,48,10,Oct,129,1,Berlin,2010
11,,-100%,11,11,Sonstige südamerikanische Länder,Steglitz-Zehlendorf,11,10,Oct,37,1,Berlin,2010
52,,-100%,52,52,Spanien,Steglitz-Zehlendorf,52,10,Oct,156,1,Berlin,2010
1,,-100%,1,1,Südafrika,Steglitz-Zehlendorf,1,10,Oct,3,1,Berlin,2010
5,,-100%,5,5,Taiwan,Steglitz-Zehlendorf,5,10,Oct,9,1,Berlin,2010
48,,-100%,48,48,Tschechische Republik,Steglitz-Zehlendorf,48,10,Oct,117,1,Berlin,2010
15,,-100%,15,15,Türkei,Steglitz-Zehlendorf,15,10,Oct,75,1,Berlin,2010
3,,-100%,3,3,Ukraine,Steglitz-Zehlendorf,3,10,Oct,11,1,Berlin,2010
32,,-100%,32,32,Ungarn,Steglitz-Zehlendorf,32,10,Oct,83,1,Berlin,2010
226,,-100%,226,226,Vereinigte Staaten,Steglitz-Zehlendorf,226,10,Oct,898,1,Berlin,2010
234,,-100%,234,234,Vereinigtes Königreich,Steglitz-Zehlendorf,234,10,Oct,727,1,Berlin,2010
169,,-100%,169,169,Arabische Golfstaaten,Tempelhof-Schöneberg,169,10,Oct,308,1,Berlin,2010
24210,,-100%,24210,24210,Ausland,Tempelhof-Schöneberg,24210,10,Oct,55897,1,Berlin,2010
186,,-100%,186,186,Australien,Tempelhof-Schöneberg,186,10,Oct,460,1,Berlin,2010
382,,-100%,382,382,Belgien,Tempelhof-Schöneberg,382,10,Oct,785,1,Berlin,2010
240,,-100%,240,240,Brasilien,Tempelhof-Schöneberg,240,10,Oct,586,1,Berlin,2010
82,,-100%,82,82,Bulgarien,Tempelhof-Schöneberg,82,10,Oct,196,1,Berlin,2010
196,,-100%,196,196,China und Hongkong,Tempelhof-Schöneberg,196,10,Oct,441,1,Berlin,2010
2491,,-100%,2491,2491,Dänemark,Tempelhof-Schöneberg,2491,10,Oct,6757,1,Berlin,2010
37534,,-100%,37534,37534,Deutschland,Tempelhof-Schöneberg,37534,10,Oct,79943,1,Berlin,2010
37534,,-100%,37534,37534,Deutschland,Tempelhof-Schöneberg,37534,10,Oct,79943,1,Berlin,2010
27,,-100%,27,27,Estland,Tempelhof-Schöneberg,27,10,Oct,62,1,Berlin,2010
456,,-100%,456,456,Finnland,Tempelhof-Schöneberg,456,10,Oct,1063,1,Berlin,2010
923,,-100%,923,923,Frankreich,Tempelhof-Schöneberg,923,10,Oct,2193,1,Berlin,2010
231,,-100%,231,231,Griechenland,Tempelhof-Schöneberg,231,10,Oct,563,1,Berlin,2010
74,,-100%,74,74,Indien,Tempelhof-Schöneberg,74,10,Oct,143,1,Berlin,2010
189,,-100%,189,189,Irland,Tempelhof-Schöneberg,189,10,Oct,435,1,Berlin,2010
20,,-100%,20,20,Island,Tempelhof-Schöneberg,20,10,Oct,52,1,Berlin,2010
773,,-100%,773,773,Israel,Tempelhof-Schöneberg,773,10,Oct,1767,1,Berlin,2010
1170,,-100%,1170,1170,Italien,Tempelhof-Schöneberg,1170,10,Oct,3077,1,Berlin,2010
415,,-100%,415,415,Japan,Tempelhof-Schöneberg,415,10,Oct,773,1,Berlin,2010
387,,-100%,387,387,Kanada,Tempelhof-Schöneberg,387,10,Oct,694,1,Berlin,2010
11,,-100%,11,11,Korean. Republik,Tempelhof-Schöneberg,11,10,Oct,27,1,Berlin,2010
56,,-100%,56,56,Lettland,Tempelhof-Schöneberg,56,10,Oct,95,1,Berlin,2010
49,,-100%,49,49,Litauen,Tempelhof-Schöneberg,49,10,Oct,89,1,Berlin,2010
37,,-100%,37,37,Luxemburg,Tempelhof-Schöneberg,37,10,Oct,87,1,Berlin,2010
8,,-100%,8,8,Malta,Tempelhof-Schöneberg,8,10,Oct,15,1,Berlin,2010
98,,-100%,98,98,Mittelamerika und Karibik,Tempelhof-Schöneberg,98,10,Oct,333,1,Berlin,2010
22,,-100%,22,22,Neuseeland und Ozeanien,Tempelhof-Schöneberg,22,10,Oct,61,1,Berlin,2010
2051,,-100%,2051,2051,Niederlande,Tempelhof-Schöneberg,2051,10,Oct,5569,1,Berlin,2010
1082,,-100%,1082,1082,Norwegen,Tempelhof-Schöneberg,1082,10,Oct,2528,1,Berlin,2010
1679,,-100%,1679,1679,Ohne Angaben des Wohnsitzes,Tempelhof-Schöneberg,1679,10,Oct,4236,1,Berlin,2010
659,,-100%,659,659,Österreich,Tempelhof-Schöneberg,659,10,Oct,1422,1,Berlin,2010
528,,-100%,528,528,Polen,Tempelhof-Schöneberg,528,10,Oct,976,1,Berlin,2010
186,,-100%,186,186,Portugal,Tempelhof-Schöneberg,186,10,Oct,406,1,Berlin,2010
61,,-100%,61,61,Rumänien,Tempelhof-Schöneberg,61,10,Oct,164,1,Berlin,2010
551,,-100%,551,551,Russische Föderation,Tempelhof-Schöneberg,551,10,Oct,1119,1,Berlin,2010
1098,,-100%,1098,1098,Schweden,Tempelhof-Schöneberg,1098,10,Oct,2522,1,Berlin,2010
1060,,-100%,1060,1060,Schweiz,Tempelhof-Schöneberg,1060,10,Oct,2736,1,Berlin,2010
26,,-100%,26,26,Slowakische Republik,Tempelhof-Schöneberg,26,10,Oct,53,1,Berlin,2010
47,,-100%,47,47,Slowenien,Tempelhof-Schöneberg,47,10,Oct,112,1,Berlin,2010
153,,-100%,153,153,Sonstige afrikanische Länder,Tempelhof-Schöneberg,153,10,Oct,270,1,Berlin,2010
237,,-100%,237,237,Sonstige asiatische Länder,Tempelhof-Schöneberg,237,10,Oct,366,1,Berlin,2010
280,,-100%,280,280,Sonstige europäische Länder,Tempelhof-Schöneberg,280,10,Oct,511,1,Berlin,2010
167,,-100%,167,167,Sonstige südamerikanische Länder,Tempelhof-Schöneberg,167,10,Oct,361,1,Berlin,2010
1030,,-100%,1030,1030,Spanien,Tempelhof-Schöneberg,1030,10,Oct,2394,1,Berlin,2010
64,,-100%,64,64,Südafrika,Tempelhof-Schöneberg,64,10,Oct,134,1,Berlin,2010
40,,-100%,40,40,Taiwan,Tempelhof-Schöneberg,40,10,Oct,81,1,Berlin,2010
269,,-100%,269,269,Tschechische Republik,Tempelhof-Schöneberg,269,10,Oct,455,1,Berlin,2010
150,,-100%,150,150,Türkei,Tempelhof-Schöneberg,150,10,Oct,299,1,Berlin,2010
59,,-100%,59,59,Ukraine,Tempelhof-Schöneberg,59,10,Oct,120,1,Berlin,2010
83,,-100%,83,83,Ungarn,Tempelhof-Schöneberg,83,10,Oct,204,1,Berlin,2010
1947,,-100%,1947,1947,Vereinigte Staaten,Tempelhof-Schöneberg,1947,10,Oct,3537,1,Berlin,2010
1982,,-100%,1982,1982,Vereinigtes Königreich,Tempelhof-Schöneberg,1982,10,Oct,4189,1,Berlin,2010
29,,-100%,29,29,Zypern,Tempelhof-Schöneberg,29,10,Oct,71,1,Berlin,2010
4,,-100%,4,4,Arabische Golfstaaten,Treptow-Köpenick,4,10,Oct,17,1,Berlin,2010
5446,,-100%,5446,5446,Ausland,Treptow-Köpenick,5446,10,Oct,10796,1,Berlin,2010
26,,-100%,26,26,Australien,Treptow-Köpenick,26,10,Oct,94,1,Berlin,2010
44,,-100%,44,44,Belgien,Treptow-Köpenick,44,10,Oct,99,1,Berlin,2010
21,,-100%,21,21,Brasilien,Treptow-Köpenick,21,10,Oct,64,1,Berlin,2010
10,,-100%,10,10,Bulgarien,Treptow-Köpenick,10,10,Oct,34,1,Berlin,2010
145,,-100%,145,145,China und Hongkong,Treptow-Köpenick,145,10,Oct,194,1,Berlin,2010
100,,-100%,100,100,Dänemark,Treptow-Köpenick,100,10,Oct,336,1,Berlin,2010
18402,,-100%,18402,18402,Deutschland,Treptow-Köpenick,18402,10,Oct,39553,1,Berlin,2010
18402,,-100%,18402,18402,Deutschland,Treptow-Köpenick,18402,10,Oct,39553,1,Berlin,2010
1,,-100%,1,1,Estland,Treptow-Köpenick,1,10,Oct,2,1,Berlin,2010
33,,-100%,33,33,Finnland,Treptow-Köpenick,33,10,Oct,72,1,Berlin,2010
183,,-100%,183,183,Frankreich,Treptow-Köpenick,183,10,Oct,447,1,Berlin,2010
50,,-100%,50,50,Griechenland,Treptow-Köpenick,50,10,Oct,137,1,Berlin,2010
113,,-100%,113,113,Indien,Treptow-Köpenick,113,10,Oct,184,1,Berlin,2010
31,,-100%,31,31,Irland,Treptow-Köpenick,31,10,Oct,72,1,Berlin,2010
585,,-100%,585,585,Israel,Treptow-Köpenick,585,10,Oct,1094,1,Berlin,2010
194,,-100%,194,194,Italien,Treptow-Köpenick,194,10,Oct,392,1,Berlin,2010
43,,-100%,43,43,Japan,Treptow-Köpenick,43,10,Oct,101,1,Berlin,2010
10,,-100%,10,10,Kanada,Treptow-Köpenick,10,10,Oct,18,1,Berlin,2010
9,,-100%,9,9,Korean. Republik,Treptow-Köpenick,9,10,Oct,20,1,Berlin,2010
23,,-100%,23,23,Lettland,Treptow-Köpenick,23,10,Oct,62,1,Berlin,2010
57,,-100%,57,57,Litauen,Treptow-Köpenick,57,10,Oct,102,1,Berlin,2010
7,,-100%,7,7,Luxemburg,Treptow-Köpenick,7,10,Oct,10,1,Berlin,2010
1,,-100%,1,1,Malta,Treptow-Köpenick,1,10,Oct,2,1,Berlin,2010
4,,-100%,4,4,Mittelamerika und Karibik,Treptow-Köpenick,4,10,Oct,14,1,Berlin,2010
2,,-100%,2,2,Neuseeland und Ozeanien,Treptow-Köpenick,2,10,Oct,15,1,Berlin,2010
641,,-100%,641,641,Niederlande,Treptow-Köpenick,641,10,Oct,1276,1,Berlin,2010
352,,-100%,352,352,Norwegen,Treptow-Köpenick,352,10,Oct,884,1,Berlin,2010
134,,-100%,134,134,Ohne Angaben des Wohnsitzes,Treptow-Köpenick,134,10,Oct,156,1,Berlin,2010
148,,-100%,148,148,Österreich,Treptow-Köpenick,148,10,Oct,344,1,Berlin,2010
234,,-100%,234,234,Polen,Treptow-Köpenick,234,10,Oct,381,1,Berlin,2010
32,,-100%,32,32,Portugal,Treptow-Köpenick,32,10,Oct,75,1,Berlin,2010
19,,-100%,19,19,Rumänien,Treptow-Köpenick,19,10,Oct,200,1,Berlin,2010
433,,-100%,433,433,Russische Föderation,Treptow-Köpenick,433,10,Oct,639,1,Berlin,2010
65,,-100%,65,65,Schweden,Treptow-Köpenick,65,10,Oct,136,1,Berlin,2010
239,,-100%,239,239,Schweiz,Treptow-Köpenick,239,10,Oct,498,1,Berlin,2010
17,,-100%,17,17,Slowakische Republik,Treptow-Köpenick,17,10,Oct,55,1,Berlin,2010
7,,-100%,7,7,Slowenien,Treptow-Köpenick,7,10,Oct,21,1,Berlin,2010
6,,-100%,6,6,Sonstige afrikanische Länder,Treptow-Köpenick,6,10,Oct,15,1,Berlin,2010
18,,-100%,18,18,Sonstige asiatische Länder,Treptow-Köpenick,18,10,Oct,50,1,Berlin,2010
250,,-100%,250,250,Sonstige europäische Länder,Treptow-Köpenick,250,10,Oct,396,1,Berlin,2010
8,,-100%,8,8,Sonstige südamerikanische Länder,Treptow-Köpenick,8,10,Oct,32,1,Berlin,2010
134,,-100%,134,134,Spanien,Treptow-Köpenick,134,10,Oct,299,1,Berlin,2010
4,,-100%,4,4,Taiwan,Treptow-Köpenick,4,10,Oct,15,1,Berlin,2010
72,,-100%,72,72,Tschechische Republik,Treptow-Köpenick,72,10,Oct,181,1,Berlin,2010
28,,-100%,28,28,Türkei,Treptow-Köpenick,28,10,Oct,36,1,Berlin,2010
21,,-100%,21,21,Ukraine,Treptow-Köpenick,21,10,Oct,51,1,Berlin,2010
48,,-100%,48,48,Ungarn,Treptow-Köpenick,48,10,Oct,101,1,Berlin,2010
92,,-100%,92,92,Vereinigte Staaten,Treptow-Köpenick,92,10,Oct,270,1,Berlin,2010
747,,-100%,747,747,Vereinigtes Königreich,Treptow-Köpenick,747,10,Oct,1101,1,Berlin,2010
1,,-100%,1,1,Zypern,Treptow-Köpenick,1,10,Oct,2,1,Berlin,2010
474,,-100%,474,474,Arabische Golfstaaten,Charlottenburg-Wilmersdorf,474,11,Nov,898,1,Berlin,2010
58619,,-100%,58619,58619,Ausland,Charlottenburg-Wilmersdorf,58619,11,Nov,145110,1,Berlin,2010
438,,-100%,438,438,Australien,Charlottenburg-Wilmersdorf,438,11,Nov,990,1,Berlin,2010
1346,,-100%,1346,1346,Belgien,Charlottenburg-Wilmersdorf,1346,11,Nov,3606,1,Berlin,2010
431,,-100%,431,431,Brasilien,Charlottenburg-Wilmersdorf,431,11,Nov,963,1,Berlin,2010
209,,-100%,209,209,Bulgarien,Charlottenburg-Wilmersdorf,209,11,Nov,697,1,Berlin,2010
519,,-100%,519,519,China und Hongkong,Charlottenburg-Wilmersdorf,519,11,Nov,1366,1,Berlin,2010
4197,,-100%,4197,4197,Dänemark,Charlottenburg-Wilmersdorf,4197,11,Nov,9907,1,Berlin,2010
97741,,-99%,97741,97741,Deutschland,Charlottenburg-Wilmersdorf,97741,11,Nov,188900,1,Berlin,2010
97741,,-99%,97741,97741,Deutschland,Charlottenburg-Wilmersdorf,97741,11,Nov,188900,1,Berlin,2010
131,,-100%,131,131,Estland,Charlottenburg-Wilmersdorf,131,11,Nov,376,1,Berlin,2010
1248,,-100%,1248,1248,Finnland,Charlottenburg-Wilmersdorf,1248,11,Nov,3243,1,Berlin,2010
2658,,-100%,2658,2658,Frankreich,Charlottenburg-Wilmersdorf,2658,11,Nov,6440,1,Berlin,2010
688,,-100%,688,688,Griechenland,Charlottenburg-Wilmersdorf,688,11,Nov,2008,1,Berlin,2010
300,,-100%,300,300,Indien,Charlottenburg-Wilmersdorf,300,11,Nov,562,1,Berlin,2010
669,,-100%,669,669,Irland,Charlottenburg-Wilmersdorf,669,11,Nov,1741,1,Berlin,2010
128,,-100%,128,128,Island,Charlottenburg-Wilmersdorf,128,11,Nov,408,1,Berlin,2010
1527,,-100%,1527,1527,Israel,Charlottenburg-Wilmersdorf,1527,11,Nov,4620,1,Berlin,2010
